epoch,accuracy,loss,val_accuracy,val_loss
0,0.6371296048164368,1.4175260066986084,0.8226666450500488,0.9674628376960754
1,0.8248147964477539,0.8684715032577515,0.8743333220481873,0.691607654094696
2,0.8583703637123108,0.6849160194396973,0.8868333101272583,0.5746596455574036
3,0.8693147897720337,0.5880142450332642,0.8966666460037231,0.4922633469104767
4,0.8800740838050842,0.5243245363235474,0.9054999947547913,0.43907076120376587
0,0.34761109948158264,2.188403367996216,0.6081666946411133,2.0291600227355957
1,0.6340925693511963,1.9173592329025269,0.7200000286102295,1.7711585760116577
2,0.6974444389343262,1.6626712083816528,0.749833345413208,1.5108126401901245
3,0.7415370345115662,1.4251759052276611,0.7994999885559082,1.2826590538024902
4,0.7774074077606201,1.219970464706421,0.8270000219345093,1.0916582345962524
0,0.5005000233650208,2.0338470935821533,0.7151666879653931,1.7630013227462769
1,0.7485185265541077,1.534803867340088,0.8461666703224182,1.2649539709091187
2,0.8186110854148865,1.1162919998168945,0.8701666593551636,0.9054999351501465
3,0.853592574596405,0.839888870716095,0.89083331823349,0.6896520256996155
4,0.8670370578765869,0.6784566640853882,0.9020000100135803,0.5564199090003967
5,0.8790740966796875,0.5733659267425537,0.909333348274231,0.4814623296260834
6,0.8849629759788513,0.5067008137702942,0.9131666421890259,0.42379024624824524
7,0.8901666402816772,0.46223607659339905,0.9121666550636292,0.40476641058921814
8,0.8942407369613647,0.42897847294807434,0.9178333282470703,0.3591218590736389
9,0.896574079990387,0.4092086851596832,0.9183333516120911,0.34261250495910645
10,0.8997222185134888,0.3856014907360077,0.9206666946411133,0.3281967043876648
11,0.9001111388206482,0.381637841463089,0.9153333306312561,0.33900323510169983
12,0.9027222394943237,0.3594309985637665,0.9259999990463257,0.29864564538002014
13,0.9045740962028503,0.3543168902397156,0.9256666898727417,0.3015749454498291
14,0.9053148031234741,0.34128648042678833,0.9210000038146973,0.3013288676738739
15,0.9083148241043091,0.3325321674346924,0.918833315372467,0.293465793132782
16,0.9084259271621704,0.33011990785598755,0.9146666526794434,0.3022914230823517
17,0.9083889126777649,0.32438015937805176,0.9328333139419556,0.26365113258361816
18,0.9137222170829773,0.3077408969402313,0.9268333315849304,0.2688518166542053
19,0.9142407178878784,0.30915531516075134,0.9334999918937683,0.26185834407806396
20,0.9125000238418579,0.3065169155597687,0.9331666827201843,0.2576204538345337
21,0.9139629602432251,0.3026123344898224,0.9236666560173035,0.2740687131881714
22,0.9130926132202148,0.3027477264404297,0.9294999837875366,0.26090118288993835
23,0.9150370359420776,0.2953406274318695,0.9350000023841858,0.24215219914913177
24,0.9185000061988831,0.2885205149650574,0.934333324432373,0.23810069262981415
25,0.9192777872085571,0.28320664167404175,0.9308333396911621,0.24602924287319183
26,0.9179629683494568,0.28313761949539185,0.9236666560173035,0.26068854331970215
27,0.9182037115097046,0.28107237815856934,0.9286666512489319,0.25229063630104065
28,0.9206666946411133,0.2736382782459259,0.9311666488647461,0.24745190143585205
29,0.9203703999519348,0.2750623822212219,0.9358333349227905,0.23905521631240845
30,0.9219259023666382,0.2700214385986328,0.9321666955947876,0.24323563277721405
31,0.9235925674438477,0.26445722579956055,0.934166669845581,0.2312491238117218
32,0.9226296544075012,0.2635117471218109,0.9323333501815796,0.2392711639404297
33,0.9232407212257385,0.2624886929988861,0.9386666417121887,0.2225022166967392
34,0.9188703894615173,0.27199622988700867,0.9319999814033508,0.24218469858169556
35,0.9225000143051147,0.2645213007926941,0.9356666803359985,0.23358206450939178
36,0.9254074096679688,0.2531292736530304,0.9350000023841858,0.22833532094955444
37,0.927481472492218,0.24997517466545105,0.9396666884422302,0.2201366126537323
38,0.9238888621330261,0.26117467880249023,0.9326666593551636,0.225693017244339
39,0.9269999861717224,0.2508159279823303,0.9319999814033508,0.22907418012619019
40,0.9260555505752563,0.2507251799106598,0.9298333525657654,0.23331494629383087
41,0.92424076795578,0.2581999897956848,0.9328333139419556,0.22736841440200806
42,0.9277222156524658,0.2477952539920807,0.9333333373069763,0.22777795791625977
43,0.9285370111465454,0.2467082440853119,0.937833309173584,0.21770130097866058
44,0.9270555377006531,0.24636414647102356,0.937833309173584,0.21481603384017944
45,0.9268518686294556,0.24414071440696716,0.9391666650772095,0.21126975119113922
46,0.9300370216369629,0.24233253300189972,0.9403333067893982,0.2028464376926422
47,0.9296296238899231,0.2403223216533661,0.9390000104904175,0.20786507427692413
48,0.928851842880249,0.2397981435060501,0.9396666884422302,0.20842592418193817
49,0.929018497467041,0.2389681041240692,0.9384999871253967,0.2126813530921936
0,0.8900555372238159,0.4080270826816559,0.937833309173584,0.22487805783748627
1,0.9351111054420471,0.23419876396656036,0.9521666765213013,0.17575779557228088
2,0.9458333253860474,0.1922098696231842,0.9603333473205566,0.1555659919977188
3,0.9527778029441833,0.16638794541358948,0.9621666669845581,0.14503386616706848
4,0.9595184922218323,0.14629757404327393,0.9678333401679993,0.12602394819259644
5,0.9633148312568665,0.1330346167087555,0.9670000076293945,0.12843652069568634
6,0.967129647731781,0.12052788585424423,0.968666672706604,0.11277427524328232
7,0.9697962999343872,0.11256666481494904,0.9706666469573975,0.1142645999789238
8,0.9718148112297058,0.10405275970697403,0.9713333249092102,0.10612162947654724
9,0.9746111035346985,0.09636444598436356,0.9729999899864197,0.09927131235599518
10,0.9758333563804626,0.08983610570430756,0.9725000262260437,0.09875065088272095
11,0.977648138999939,0.08397434651851654,0.9745000004768372,0.08995842188596725
12,0.978425920009613,0.07861287146806717,0.9739999771118164,0.09349273890256882
13,0.9804629683494568,0.07441623508930206,0.9763333201408386,0.08821303397417068
14,0.9822777509689331,0.0704435482621193,0.9751666784286499,0.0844254419207573
15,0.9836851954460144,0.06520116329193115,0.9748333096504211,0.08569620549678802
16,0.9838703870773315,0.06355081498622894,0.9771666526794434,0.0842541977763176
17,0.9847592711448669,0.06042405962944031,0.9773333072662354,0.0853251963853836
18,0.9853333234786987,0.05790092423558235,0.9769999980926514,0.0816991850733757
19,0.9863518476486206,0.05581171065568924,0.9768333435058594,0.08215535432100296
20,0.9868518710136414,0.0538611002266407,0.9779999852180481,0.08018455654382706
21,0.988111138343811,0.051032353192567825,0.9781666398048401,0.07901030778884888
22,0.9884629845619202,0.047917887568473816,0.9778333306312561,0.07851514965295792
23,0.9897222518920898,0.044443175196647644,0.9764999747276306,0.07560128718614578
24,0.9902592301368713,0.042513661086559296,0.9788333177566528,0.07498171180486679
25,0.9917407631874084,0.03889397904276848,0.9781666398048401,0.07504691183567047
26,0.9920370578765869,0.03775439411401749,0.9778333306312561,0.0739683210849762
27,0.9925000071525574,0.03537232056260109,0.9785000085830688,0.07309161126613617
28,0.9926851987838745,0.03542780876159668,0.9806666374206543,0.07005365192890167
29,0.9926481246948242,0.03403788432478905,0.9786666631698608,0.07092203199863434
30,0.9935740828514099,0.031060006469488144,0.9783333539962769,0.07255919277667999
31,0.9947962760925293,0.028308596462011337,0.9804999828338623,0.06901536136865616
32,0.9947407245635986,0.027362443506717682,0.9801666736602783,0.07200530171394348
33,0.9951481223106384,0.025859739631414413,0.9785000085830688,0.07058297097682953
34,0.9962777495384216,0.023998824879527092,0.9798333048820496,0.06692325323820114
35,0.9962037205696106,0.02229226753115654,0.9798333048820496,0.06934752315282822
36,0.9970740675926208,0.01996045745909214,0.9794999957084656,0.0668969601392746
37,0.9972037076950073,0.018973123282194138,0.9819999933242798,0.06472955644130707
38,0.9976666569709778,0.01745370589196682,0.9796666502952576,0.06514398008584976
39,0.9980000257492065,0.016287053003907204,0.9804999828338623,0.06310718506574631
40,0.9982407689094543,0.0150303291156888,0.9789999723434448,0.06593046337366104
41,0.998629629611969,0.013484287075698376,0.9808333516120911,0.06367824971675873
42,0.9987407326698303,0.011849655769765377,0.9796666502952576,0.06514410674571991
43,0.9991481304168701,0.010422314517199993,0.9808333516120911,0.06434473395347595
44,0.9993703961372375,0.00926697812974453,0.981166660785675,0.06312442570924759
45,0.9993518590927124,0.008679489605128765,0.9808333516120911,0.06425691395998001
46,0.9995926022529602,0.00789550319314003,0.9810000061988831,0.06454391032457352
47,0.9996296167373657,0.007054164074361324,0.9808333516120911,0.0630200058221817
48,0.9998148083686829,0.006324726156890392,0.9810000061988831,0.06355665624141693
49,0.9998518228530884,0.005636935587972403,0.9821666479110718,0.06281104683876038
