epoch,accuracy,loss,val_accuracy,val_loss
0,0.7435370087623596,1.066927194595337,0.8701666593551636,0.625965416431427
1,0.8562222123146057,0.593798816204071,0.8884999752044678,0.4785972535610199
2,0.8706851601600647,0.5013296604156494,0.8973333239555359,0.4064246714115143
3,0.8761481642723083,0.458084374666214,0.8949999809265137,0.39070069789886475
4,0.882611095905304,0.42727401852607727,0.9046666622161865,0.36995989084243774
0,0.626037061214447,1.451413631439209,0.8286666870117188,0.9929015040397644
1,0.8195555806159973,0.887645959854126,0.875166654586792,0.7014510035514832
2,0.8567777872085571,0.6860656142234802,0.8943333625793457,0.5621101260185242
3,0.8719629645347595,0.5851028561592102,0.8998333215713501,0.4863411486148834
4,0.8815555572509766,0.5180089473724365,0.9144999980926514,0.42454180121421814
0,0.6302592754364014,1.401376485824585,0.812833309173584,0.9990780353546143
1,0.8082036972045898,0.9001449942588806,0.8619999885559082,0.728964626789093
2,0.8481296300888062,0.7076581120491028,0.8831666707992554,0.5954130291938782
3,0.8653888702392578,0.602457582950592,0.8974999785423279,0.49764400720596313
4,0.8771296143531799,0.5381796956062317,0.9048333168029785,0.4525396227836609
0,0.6310555338859558,1.458662748336792,0.8173333406448364,1.0126745700836182
1,0.8237592577934265,0.8999248147010803,0.8675000071525574,0.7185283899307251
2,0.8539629578590393,0.7102212905883789,0.8891666531562805,0.589341402053833
3,0.8661666512489319,0.6119084358215332,0.8974999785423279,0.5114794969558716
4,0.8766111135482788,0.5422524809837341,0.9021666646003723,0.452017605304718
0,0.21868517994880676,2.197587728500366,0.2590000033378601,2.121608257293701
1,0.2655370235443115,2.093362808227539,0.2683333456516266,2.0486741065979004
2,0.3157777786254883,2.031681776046753,0.34033334255218506,1.992056965827942
3,0.3307963013648987,1.9817501306533813,0.3190000057220459,1.9589481353759766
4,0.33585184812545776,1.9377354383468628,0.34333333373069763,1.8975818157196045
0,0.3301481604576111,2.1327202320098877,0.4189999997615814,2.016753673553467
1,0.441222220659256,1.9724537134170532,0.445333331823349,1.920467495918274
2,0.4659629762172699,1.886889934539795,0.4736666679382324,1.8520665168762207
3,0.47361111640930176,1.8175431489944458,0.499833345413208,1.7721431255340576
4,0.4822036921977997,1.7554289102554321,0.4938333332538605,1.7091964483261108
0,0.11257407069206238,2.302082061767578,0.10499999672174454,2.302009344100952
1,0.11318518221378326,2.3014886379241943,0.10499999672174454,2.30192232131958
2,0.11318518221378326,2.301281690597534,0.10499999672174454,2.3019015789031982
3,0.11318518221378326,2.301194667816162,0.10499999672174454,2.3018972873687744
4,0.11318518221378326,2.3011579513549805,0.10499999672174454,2.301948070526123
0,0.21957407891750336,2.2330517768859863,0.273333340883255,2.1646528244018555
